================================================================================
COMPUTING BUDGET TEST
================================================================================
Equation: Linear_Convection_Diffusion
Dimension: 21
Test points: 1200
Budget levels: [1.0, 2.0, 4.0, 8.0, 16.0]
================================================================================


================================================================================
Budget Level: 1.0x
================================================================================

--- PINN (budget=1.0x) ---
Compiling model...
'compile' took 0.008513 s

Training model...

Step      Train loss              Test loss               Test metric             
10000     [1.00e-04, 4.57e-05]    [1.00e-04, 4.57e-05]    [0.00e+00, 2.72e-04]    
10010     [1.06e-02, 9.73e-02]    [1.06e-02, 9.73e-02]    [0.00e+00, 1.15e-01]    
10020     [1.78e-03, 7.04e-03]    [1.78e-03, 7.04e-03]    [0.00e+00, 9.25e-03]    
10030     [3.00e-03, 1.21e-02]    [3.00e-03, 1.21e-02]    [0.00e+00, 1.04e-02]    
10040     [1.08e-03, 2.94e-03]    [1.08e-03, 2.94e-03]    [0.00e+00, 3.43e-03]    
10050     [7.83e-04, 6.11e-04]    [7.83e-04, 6.11e-04]    [0.00e+00, 1.24e-03]    
10060     [2.25e-04, 4.79e-04]    [2.25e-04, 4.79e-04]    [0.00e+00, 1.17e-03]    
10070     [2.73e-04, 2.80e-04]    [2.73e-04, 2.80e-04]    [0.00e+00, 1.16e-03]    
10080     [1.68e-04, 2.58e-04]    [1.68e-04, 2.58e-04]    [0.00e+00, 9.27e-04]    
10090     [1.58e-04, 1.89e-04]    [1.58e-04, 1.89e-04]    [0.00e+00, 7.74e-04]    
10100     [1.49e-04, 1.36e-04]    [1.49e-04, 1.36e-04]    [0.00e+00, 7.52e-04]    
10110     [1.33e-04, 1.17e-04]    [1.33e-04, 1.17e-04]    [0.00e+00, 7.39e-04]    
10120     [1.28e-04, 1.02e-04]    [1.28e-04, 1.02e-04]    [0.00e+00, 6.83e-04]    
10130     [1.21e-04, 9.15e-05]    [1.21e-04, 9.15e-05]    [0.00e+00, 6.22e-04]    
10140     [1.16e-04, 8.30e-05]    [1.16e-04, 8.30e-05]    [0.00e+00, 5.90e-04]    
10150     [1.12e-04, 7.74e-05]    [1.12e-04, 7.74e-05]    [0.00e+00, 5.72e-04]    
10160     [1.08e-04, 7.19e-05]    [1.08e-04, 7.19e-05]    [0.00e+00, 5.54e-04]    
10170     [1.04e-04, 6.86e-05]    [1.04e-04, 6.86e-05]    [0.00e+00, 5.38e-04]    
10180     [1.03e-04, 6.60e-05]    [1.03e-04, 6.60e-05]    [0.00e+00, 5.20e-04]    
10190     [9.99e-05, 6.40e-05]    [9.99e-05, 6.40e-05]    [0.00e+00, 5.00e-04]    
10200     [9.84e-05, 6.05e-05]    [9.84e-05, 6.05e-05]    [0.00e+00, 4.90e-04]    
10210     [9.62e-05, 5.74e-05]    [9.62e-05, 5.74e-05]    [0.00e+00, 4.79e-04]    
10220     [9.47e-05, 5.55e-05]    [9.47e-05, 5.55e-05]    [0.00e+00, 4.66e-04]    
10230     [9.30e-05, 5.37e-05]    [9.30e-05, 5.37e-05]    [0.00e+00, 4.56e-04]    
10240     [9.20e-05, 5.17e-05]    [9.20e-05, 5.17e-05]    [0.00e+00, 4.48e-04]    
10250     [9.12e-05, 5.03e-05]    [9.12e-05, 5.03e-05]    [0.00e+00, 4.35e-04]    
10260     [9.01e-05, 4.86e-05]    [9.01e-05, 4.86e-05]    [0.00e+00, 4.29e-04]    
10270     [8.99e-05, 4.74e-05]    [8.99e-05, 4.74e-05]    [0.00e+00, 4.23e-04]    
10280     [8.85e-05, 4.53e-05]    [8.85e-05, 4.53e-05]    [0.00e+00, 4.10e-04]    
10290     [8.74e-05, 4.42e-05]    [8.74e-05, 4.42e-05]    [0.00e+00, 4.09e-04]    
10300     [8.65e-05, 4.37e-05]    [8.65e-05, 4.37e-05]    [0.00e+00, 3.99e-04]    
10310     [8.59e-05, 4.27e-05]    [8.59e-05, 4.27e-05]    [0.00e+00, 3.89e-04]    
10320     [8.54e-05, 4.10e-05]    [8.54e-05, 4.10e-05]    [0.00e+00, 3.84e-04]    
10330     [8.40e-05, 3.99e-05]    [8.40e-05, 3.99e-05]    [0.00e+00, 3.81e-04]    
10340     [8.40e-05, 3.95e-05]    [8.40e-05, 3.95e-05]    [0.00e+00, 3.71e-04]    
10350     [8.34e-05, 3.82e-05]    [8.34e-05, 3.82e-05]    [0.00e+00, 3.68e-04]    
10360     [8.33e-05, 3.83e-05]    [8.33e-05, 3.83e-05]    [0.00e+00, 3.63e-04]    
10370     [8.26e-05, 3.70e-05]    [8.26e-05, 3.70e-05]    [0.00e+00, 3.58e-04]    
10380     [8.20e-05, 3.62e-05]    [8.20e-05, 3.62e-05]    [0.00e+00, 3.51e-04]    
10390     [8.14e-05, 3.61e-05]    [8.14e-05, 3.61e-05]    [0.00e+00, 3.47e-04]    
10400     [8.15e-05, 3.53e-05]    [8.15e-05, 3.53e-05]    [0.00e+00, 3.43e-04]    
10410     [8.09e-05, 3.51e-05]    [8.09e-05, 3.51e-05]    [0.00e+00, 3.39e-04]    
10420     [8.09e-05, 3.39e-05]    [8.09e-05, 3.39e-05]    [0.00e+00, 3.35e-04]    
10430     [8.02e-05, 3.36e-05]    [8.02e-05, 3.36e-05]    [0.00e+00, 3.29e-04]    
10440     [7.99e-05, 3.37e-05]    [7.99e-05, 3.37e-05]    [0.00e+00, 3.26e-04]    
10450     [7.95e-05, 3.28e-05]    [7.95e-05, 3.28e-05]    [0.00e+00, 3.25e-04]    
10460     [7.93e-05, 3.32e-05]    [7.93e-05, 3.32e-05]    [0.00e+00, 3.21e-04]    
10470     [7.92e-05, 3.18e-05]    [7.92e-05, 3.18e-05]    [0.00e+00, 3.16e-04]    
10480     [7.83e-05, 3.15e-05]    [7.83e-05, 3.15e-05]    [0.00e+00, 3.12e-04]    
10490     [7.85e-05, 3.10e-05]    [7.85e-05, 3.10e-05]    [0.00e+00, 3.09e-04]    
10500     [7.81e-05, 3.05e-05]    [7.81e-05, 3.05e-05]    [0.00e+00, 3.06e-04]    
10510     [7.77e-05, 3.08e-05]    [7.77e-05, 3.08e-05]    [0.00e+00, 3.03e-04]    
10520     [7.74e-05, 3.05e-05]    [7.74e-05, 3.05e-05]    [0.00e+00, 3.03e-04]    
10530     [7.73e-05, 3.02e-05]    [7.73e-05, 3.02e-05]    [0.00e+00, 2.98e-04]    
10540     [7.70e-05, 2.91e-05]    [7.70e-05, 2.91e-05]    [0.00e+00, 2.97e-04]    
10550     [7.68e-05, 2.96e-05]    [7.68e-05, 2.96e-05]    [0.00e+00, 2.95e-04]    
10560     [7.69e-05, 2.94e-05]    [7.69e-05, 2.94e-05]    [0.00e+00, 2.91e-04]    
10570     [7.67e-05, 2.87e-05]    [7.67e-05, 2.87e-05]    [0.00e+00, 2.92e-04]    
10580     [7.68e-05, 2.86e-05]    [7.68e-05, 2.86e-05]    [0.00e+00, 2.86e-04]    
10590     [7.61e-05, 2.87e-05]    [7.61e-05, 2.87e-05]    [0.00e+00, 2.85e-04]    
10600     [7.55e-05, 2.84e-05]    [7.55e-05, 2.84e-05]    [0.00e+00, 2.82e-04]    
10610     [7.57e-05, 2.83e-05]    [7.57e-05, 2.83e-05]    [0.00e+00, 2.80e-04]    
10620     [7.55e-05, 2.80e-05]    [7.55e-05, 2.80e-05]    [0.00e+00, 2.80e-04]    
10630     [7.57e-05, 2.83e-05]    [7.57e-05, 2.83e-05]    [0.00e+00, 2.77e-04]    
10640     [7.52e-05, 2.77e-05]    [7.52e-05, 2.77e-05]    [0.00e+00, 2.76e-04]    
10650     [7.53e-05, 2.83e-05]    [7.53e-05, 2.83e-05]    [0.00e+00, 2.75e-04]    
10660     [7.55e-05, 2.73e-05]    [7.55e-05, 2.73e-05]    [0.00e+00, 2.74e-04]    
10670     [7.80e-05, 2.72e-05]    [7.80e-05, 2.72e-05]    [0.00e+00, 2.74e-04]    
10680     [7.71e-05, 2.73e-05]    [7.71e-05, 2.73e-05]    [0.00e+00, 2.72e-04]    
10690     [7.50e-05, 2.71e-05]    [7.50e-05, 2.71e-05]    [0.00e+00, 2.71e-04]    
10700     [7.46e-05, 2.66e-05]    [7.46e-05, 2.66e-05]    [0.00e+00, 2.68e-04]    
10710     [7.56e-05, 2.75e-05]    [7.56e-05, 2.75e-05]    [0.00e+00, 2.72e-04]    
10720     [7.47e-05, 2.61e-05]    [7.47e-05, 2.61e-05]    [0.00e+00, 2.66e-04]    
10730     [7.49e-05, 2.66e-05]    [7.49e-05, 2.66e-05]    [0.00e+00, 2.68e-04]    
10740     [7.62e-05, 2.73e-05]    [7.62e-05, 2.73e-05]    [0.00e+00, 2.63e-04]    
10750     [8.00e-05, 2.83e-05]    [8.00e-05, 2.83e-05]    [0.00e+00, 2.61e-04]    
10760     [8.18e-05, 2.85e-05]    [8.18e-05, 2.85e-05]    [0.00e+00, 2.70e-04]    
