2024-06-08 11:58:21,500 INFO    StreamThr :9732 [internal.py:wandb_internal():86] W&B internal server running at pid: 9732, started at: 2024-06-08 11:58:21.500183
2024-06-08 11:58:21,504 DEBUG   HandlerThread:9732 [handler.py:handle_request():146] handle_request: status
2024-06-08 11:58:21,504 INFO    WriterThread:9732 [datastore.py:open_for_write():87] open: C:\Users\86189\ScaML-Experiment\wandb\run-20240608_115821-ndqx32qd\run-ndqx32qd.wandb
2024-06-08 11:58:21,508 DEBUG   SenderThread:9732 [sender.py:send():379] send: header
2024-06-08 11:58:21,538 DEBUG   SenderThread:9732 [sender.py:send():379] send: run
2024-06-08 11:58:22,336 INFO    SenderThread:9732 [dir_watcher.py:__init__():211] watching files in: C:\Users\86189\ScaML-Experiment\wandb\run-20240608_115821-ndqx32qd\files
2024-06-08 11:58:22,339 INFO    SenderThread:9732 [sender.py:_start_run_threads():1124] run started: ndqx32qd with start time 1717819101.500182
2024-06-08 11:58:22,344 DEBUG   HandlerThread:9732 [handler.py:handle_request():146] handle_request: check_version
2024-06-08 11:58:22,344 DEBUG   SenderThread:9732 [sender.py:send_request():406] send_request: check_version
2024-06-08 11:58:22,564 DEBUG   HandlerThread:9732 [handler.py:handle_request():146] handle_request: run_start
2024-06-08 11:58:22,572 DEBUG   HandlerThread:9732 [system_info.py:__init__():26] System info init
2024-06-08 11:58:22,572 DEBUG   HandlerThread:9732 [system_info.py:__init__():41] System info init done
2024-06-08 11:58:22,572 INFO    HandlerThread:9732 [system_monitor.py:start():194] Starting system monitor
2024-06-08 11:58:22,572 INFO    SystemMonitor:9732 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-08 11:58:22,572 INFO    HandlerThread:9732 [system_monitor.py:probe():214] Collecting system info
2024-06-08 11:58:22,576 INFO    SystemMonitor:9732 [interfaces.py:start():190] Started cpu monitoring
2024-06-08 11:58:22,584 DEBUG   HandlerThread:9732 [system_info.py:probe():150] Probing system
2024-06-08 11:58:22,584 INFO    SystemMonitor:9732 [interfaces.py:start():190] Started disk monitoring
2024-06-08 11:58:22,592 INFO    SystemMonitor:9732 [interfaces.py:start():190] Started memory monitoring
2024-06-08 11:58:22,596 INFO    SystemMonitor:9732 [interfaces.py:start():190] Started network monitoring
2024-06-08 11:58:22,600 DEBUG   HandlerThread:9732 [system_info.py:_probe_git():135] Probing git
2024-06-08 11:58:22,660 DEBUG   HandlerThread:9732 [system_info.py:_probe_git():143] Probing git done
2024-06-08 11:58:22,660 DEBUG   HandlerThread:9732 [system_info.py:probe():198] Probing system done
