2024-06-08 10:41:12,169 INFO    StreamThr :9732 [internal.py:wandb_internal():86] W&B internal server running at pid: 9732, started at: 2024-06-08 10:41:12.169024
2024-06-08 10:41:12,169 DEBUG   HandlerThread:9732 [handler.py:handle_request():146] handle_request: status
2024-06-08 10:41:12,172 INFO    WriterThread:9732 [datastore.py:open_for_write():87] open: C:\Users\86189\ScaML-Experiment\wandb\run-20240608_104112-yo1flqd4\run-yo1flqd4.wandb
2024-06-08 10:41:12,174 DEBUG   SenderThread:9732 [sender.py:send():379] send: header
2024-06-08 10:41:12,211 DEBUG   SenderThread:9732 [sender.py:send():379] send: run
2024-06-08 10:41:12,996 INFO    SenderThread:9732 [dir_watcher.py:__init__():211] watching files in: C:\Users\86189\ScaML-Experiment\wandb\run-20240608_104112-yo1flqd4\files
2024-06-08 10:41:12,996 INFO    SenderThread:9732 [sender.py:_start_run_threads():1124] run started: yo1flqd4 with start time 1717814472.169024
2024-06-08 10:41:12,996 DEBUG   HandlerThread:9732 [handler.py:handle_request():146] handle_request: check_version
2024-06-08 10:41:12,996 DEBUG   SenderThread:9732 [sender.py:send_request():406] send_request: check_version
2024-06-08 10:41:13,202 DEBUG   HandlerThread:9732 [handler.py:handle_request():146] handle_request: run_start
2024-06-08 10:41:13,211 DEBUG   HandlerThread:9732 [system_info.py:__init__():26] System info init
2024-06-08 10:41:13,211 DEBUG   HandlerThread:9732 [system_info.py:__init__():41] System info init done
2024-06-08 10:41:13,211 INFO    HandlerThread:9732 [system_monitor.py:start():194] Starting system monitor
2024-06-08 10:41:13,211 INFO    SystemMonitor:9732 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-08 10:41:13,211 INFO    HandlerThread:9732 [system_monitor.py:probe():214] Collecting system info
2024-06-08 10:41:13,220 DEBUG   HandlerThread:9732 [system_info.py:probe():150] Probing system
2024-06-08 10:41:13,220 INFO    SystemMonitor:9732 [interfaces.py:start():190] Started cpu monitoring
2024-06-08 10:41:13,220 INFO    SystemMonitor:9732 [interfaces.py:start():190] Started disk monitoring
2024-06-08 10:41:13,235 INFO    SystemMonitor:9732 [interfaces.py:start():190] Started memory monitoring
2024-06-08 10:41:13,235 DEBUG   HandlerThread:9732 [system_info.py:_probe_git():135] Probing git
2024-06-08 10:41:13,235 INFO    SystemMonitor:9732 [interfaces.py:start():190] Started network monitoring
2024-06-08 10:41:13,298 DEBUG   HandlerThread:9732 [system_info.py:_probe_git():143] Probing git done
2024-06-08 10:41:13,298 DEBUG   HandlerThread:9732 [system_info.py:probe():198] Probing system done
2024-06-08 10:41:13,298 DEBUG   HandlerThread:9732 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.10.8', 'heartbeatAt': '2024-06-08T02:41:13.220556', 'startedAt': '2024-06-08T02:41:12.154456', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\86189\\ScaML-Experiment\\results\\Explicit_Solution_Example\\experiment_run.py', 'codePathLocal': 'results\\Explicit_Solution_Example\\experiment_run.py', 'codePath': 'results\\Explicit_Solution_Example\\experiment_run.py', 'git': {'remote': 'https://github.com/Francis-Fan-create/ScaML-Experiment.git', 'commit': '9602386b1099a2ead49a2112529ed5f69116b2ca'}, 'email': '145922867+Francis-Fan-create@users.noreply.github.com', 'root': 'C:/Users/86189/ScaML-Experiment', 'host': 'Frank_Lin', 'username': '86189', 'executable': 'C:\\Users\\86189\\Anaconda3\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2500.0, 'min': 0.0, 'max': 2500.0}, 'cpu_freq_per_core': [{'current': 2500.0, 'min': 0.0, 'max': 2500.0}], 'disk': {'/': {'total': 475.81151962280273, 'used': 219.52863693237305}}, 'memory': {'total': 15.717826843261719}}
2024-06-08 10:41:13,298 INFO    HandlerThread:9732 [system_monitor.py:probe():224] Finished collecting system info
2024-06-08 10:41:13,298 INFO    HandlerThread:9732 [system_monitor.py:probe():227] Publishing system info
2024-06-08 10:41:13,298 DEBUG   HandlerThread:9732 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-06-08 10:41:14,003 INFO    Thread-16 :9732 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\86189\ScaML-Experiment\wandb\run-20240608_104112-yo1flqd4\files\conda-environment.yaml
2024-06-08 10:41:27,113 INFO    Thread-16 :9732 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\86189\ScaML-Experiment\wandb\run-20240608_104112-yo1flqd4\files\conda-environment.yaml
2024-06-08 10:41:27,161 DEBUG   HandlerThread:9732 [system_info.py:_save_conda():222] Saving conda packages done
