================================================================================
COMPUTING BUDGET TEST
================================================================================
Equation: Grad_Dependent_Nonlinear
Dimension: 21
Test points: 1200
Budget levels: [1.0, 2.0, 4.0, 8.0, 16.0]
================================================================================


================================================================================
Budget Level: 1.0x
================================================================================

--- PINN (budget=1.0x) ---
Compiling model...
'compile' took 0.006502 s

Training model...

Step      Train loss                        Test loss                         Test metric             
10000     [4.83e-05, 1.80e-07, 1.11e-07]    [7.63e-05, 1.80e-07, 1.11e-07]    [1.10e-02, 4.05e-05]    
10010     [4.87e-04, 2.98e-04, 3.73e-04]    [5.15e-04, 2.98e-04, 3.73e-04]    [3.62e-02, 4.37e-04]    
10020     [2.78e-05, 4.32e-05, 4.95e-05]    [6.81e-05, 4.32e-05, 4.95e-05]    [1.76e-02, 1.04e-04]    
10030     [3.54e-05, 4.16e-05, 4.24e-05]    [1.37e-04, 4.16e-05, 4.24e-05]    [1.66e-02, 9.18e-05]    
10040     [1.60e-05, 1.44e-05, 1.81e-05]    [5.93e-05, 1.44e-05, 1.81e-05]    [1.40e-02, 6.55e-05]    
10050     [1.56e-05, 4.27e-06, 5.59e-06]    [4.91e-05, 4.27e-06, 5.59e-06]    [1.22e-02, 5.02e-05]    
10060     [1.59e-05, 3.44e-06, 3.45e-06]    [6.00e-05, 3.44e-06, 3.45e-06]    [1.18e-02, 4.67e-05]    
10070     [1.42e-05, 2.14e-06, 2.16e-06]    [5.15e-05, 2.14e-06, 2.16e-06]    [1.16e-02, 4.49e-05]    
10080     [1.34e-05, 1.69e-06, 2.24e-06]    [4.67e-05, 1.69e-06, 2.24e-06]    [1.15e-02, 4.46e-05]    
10090     [1.29e-05, 1.58e-06, 1.91e-06]    [4.65e-05, 1.58e-06, 1.91e-06]    [1.15e-02, 4.40e-05]    
10100     [1.25e-05, 1.50e-06, 1.58e-06]    [4.74e-05, 1.50e-06, 1.58e-06]    [1.15e-02, 4.39e-05]    
10110     [1.21e-05, 1.32e-06, 1.50e-06]    [4.84e-05, 1.32e-06, 1.50e-06]    [1.14e-02, 4.35e-05]    
10120     [1.17e-05, 1.24e-06, 1.41e-06]    [4.86e-05, 1.24e-06, 1.41e-06]    [1.13e-02, 4.30e-05]    
10130     [1.12e-05, 1.22e-06, 1.29e-06]    [4.82e-05, 1.22e-06, 1.29e-06]    [1.13e-02, 4.30e-05]    
10140     [1.09e-05, 1.14e-06, 1.21e-06]    [4.80e-05, 1.14e-06, 1.21e-06]    [1.13e-02, 4.28e-05]    
10150     [1.05e-05, 1.09e-06, 1.18e-06]    [4.81e-05, 1.09e-06, 1.18e-06]    [1.13e-02, 4.23e-05]    
10160     [1.02e-05, 1.10e-06, 1.06e-06]    [4.75e-05, 1.10e-06, 1.06e-06]    [1.13e-02, 4.23e-05]    
10170     [9.88e-06, 9.87e-07, 1.06e-06]    [4.72e-05, 9.87e-07, 1.06e-06]    [1.12e-02, 4.19e-05]    
10180     [9.58e-06, 9.80e-07, 9.62e-07]    [4.66e-05, 9.80e-07, 9.62e-07]    [1.12e-02, 4.21e-05]    
10190     [9.32e-06, 9.40e-07, 9.42e-07]    [4.69e-05, 9.40e-07, 9.42e-07]    [1.11e-02, 4.16e-05]    
10200     [9.02e-06, 1.02e-06, 8.78e-07]    [4.62e-05, 1.02e-06, 8.78e-07]    [1.12e-02, 4.20e-05]    
10210     [8.80e-06, 8.85e-07, 8.39e-07]    [4.64e-05, 8.85e-07, 8.39e-07]    [1.11e-02, 4.14e-05]    
10220     [8.54e-06, 8.69e-07, 7.99e-07]    [4.62e-05, 8.69e-07, 7.99e-07]    [1.11e-02, 4.15e-05]    
10230     [8.30e-06, 9.37e-07, 7.90e-07]    [4.56e-05, 9.37e-07, 7.90e-07]    [1.12e-02, 4.18e-05]    
10240     [8.10e-06, 8.25e-07, 8.38e-07]    [4.60e-05, 8.25e-07, 8.38e-07]    [1.11e-02, 4.09e-05]    
10250     [7.89e-06, 8.91e-07, 6.94e-07]    [4.55e-05, 8.91e-07, 6.94e-07]    [1.11e-02, 4.14e-05]    
10260     [7.69e-06, 7.93e-07, 6.87e-07]    [4.53e-05, 7.93e-07, 6.87e-07]    [1.11e-02, 4.12e-05]    
10270     [7.50e-06, 7.77e-07, 6.72e-07]    [4.50e-05, 7.77e-07, 6.72e-07]    [1.11e-02, 4.10e-05]    
10280     [7.31e-06, 7.98e-07, 6.28e-07]    [4.50e-05, 7.98e-07, 6.28e-07]    [1.11e-02, 4.11e-05]    
10290     [7.15e-06, 7.50e-07, 5.93e-07]    [4.50e-05, 7.50e-07, 5.93e-07]    [1.11e-02, 4.09e-05]    
10300     [6.98e-06, 8.15e-07, 6.33e-07]    [4.41e-05, 8.15e-07, 6.33e-07]    [1.11e-02, 4.10e-05]    
10310     [6.83e-06, 7.53e-07, 5.70e-07]    [4.44e-05, 7.53e-07, 5.70e-07]    [1.11e-02, 4.09e-05]    
10320     [6.67e-06, 6.95e-07, 5.75e-07]    [4.43e-05, 6.95e-07, 5.75e-07]    [1.10e-02, 4.07e-05]    
10330     [6.51e-06, 6.72e-07, 5.82e-07]    [4.41e-05, 6.72e-07, 5.82e-07]    [1.10e-02, 4.06e-05]    
10340     [6.40e-06, 6.73e-07, 5.38e-07]    [4.42e-05, 6.73e-07, 5.38e-07]    [1.10e-02, 4.06e-05]    
10350     [6.25e-06, 7.01e-07, 5.09e-07]    [4.38e-05, 7.01e-07, 5.09e-07]    [1.10e-02, 4.08e-05]    
10360     [6.13e-06, 6.62e-07, 5.28e-07]    [4.33e-05, 6.62e-07, 5.28e-07]    [1.10e-02, 4.07e-05]    
10370     [6.07e-06, 2.10e-06, 1.79e-06]    [4.21e-05, 2.10e-06, 1.79e-06]    [1.13e-02, 4.29e-05]    
10380     [5.96e-06, 2.25e-06, 1.84e-06]    [4.19e-05, 2.25e-06, 1.84e-06]    [1.14e-02, 4.32e-05]    
10390     [5.80e-06, 7.79e-07, 8.78e-07]    [4.39e-05, 7.79e-07, 8.78e-07]    [1.09e-02, 3.96e-05]    
10400     [5.72e-06, 9.08e-07, 1.08e-06]    [4.41e-05, 9.08e-07, 1.08e-06]    [1.09e-02, 3.94e-05]    
10410     [5.62e-06, 1.12e-06, 1.34e-06]    [4.41e-05, 1.12e-06, 1.34e-06]    [1.09e-02, 3.95e-05]    
10420     [5.52e-06, 1.62e-06, 1.37e-06]    [4.14e-05, 1.62e-06, 1.37e-06]    [1.12e-02, 4.22e-05]    
10430     [5.47e-06, 1.80e-06, 2.21e-06]    [4.43e-05, 1.80e-06, 2.21e-06]    [1.08e-02, 3.93e-05]    
10440     [5.38e-06, 2.37e-06, 2.02e-06]    [4.09e-05, 2.37e-06, 2.02e-06]    [1.13e-02, 4.28e-05]    
10450     [5.25e-06, 1.04e-06, 1.20e-06]    [4.39e-05, 1.04e-06, 1.20e-06]    [1.08e-02, 3.88e-05]    
10460     [5.08e-06, 5.67e-07, 4.07e-07]    [4.21e-05, 5.67e-07, 4.07e-07]    [1.09e-02, 3.98e-05]    
