2024-06-08 11:14:50,335 INFO    StreamThr :19060 [internal.py:wandb_internal():86] W&B internal server running at pid: 19060, started at: 2024-06-08 11:14:50.334682
2024-06-08 11:14:50,338 DEBUG   HandlerThread:19060 [handler.py:handle_request():146] handle_request: status
2024-06-08 11:14:50,340 INFO    WriterThread:19060 [datastore.py:open_for_write():87] open: C:\Users\86189\ScaML-Experiment\wandb\run-20240608_111450-eenvs2ig\run-eenvs2ig.wandb
2024-06-08 11:14:50,341 DEBUG   SenderThread:19060 [sender.py:send():379] send: header
2024-06-08 11:14:50,374 DEBUG   SenderThread:19060 [sender.py:send():379] send: run
2024-06-08 11:14:51,836 INFO    SenderThread:19060 [dir_watcher.py:__init__():211] watching files in: C:\Users\86189\ScaML-Experiment\wandb\run-20240608_111450-eenvs2ig\files
2024-06-08 11:14:51,836 INFO    SenderThread:19060 [sender.py:_start_run_threads():1124] run started: eenvs2ig with start time 1717816490.335927
2024-06-08 11:14:51,844 DEBUG   HandlerThread:19060 [handler.py:handle_request():146] handle_request: check_version
2024-06-08 11:14:51,844 DEBUG   SenderThread:19060 [sender.py:send_request():406] send_request: check_version
2024-06-08 11:14:52,065 DEBUG   HandlerThread:19060 [handler.py:handle_request():146] handle_request: run_start
2024-06-08 11:14:52,074 DEBUG   HandlerThread:19060 [system_info.py:__init__():26] System info init
2024-06-08 11:14:52,074 DEBUG   HandlerThread:19060 [system_info.py:__init__():41] System info init done
2024-06-08 11:14:52,074 INFO    HandlerThread:19060 [system_monitor.py:start():194] Starting system monitor
2024-06-08 11:14:52,074 INFO    SystemMonitor:19060 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-08 11:14:52,074 INFO    HandlerThread:19060 [system_monitor.py:probe():214] Collecting system info
2024-06-08 11:14:52,079 DEBUG   HandlerThread:19060 [system_info.py:probe():150] Probing system
2024-06-08 11:14:52,084 INFO    SystemMonitor:19060 [interfaces.py:start():190] Started cpu monitoring
2024-06-08 11:14:52,084 INFO    SystemMonitor:19060 [interfaces.py:start():190] Started disk monitoring
2024-06-08 11:14:52,092 INFO    SystemMonitor:19060 [interfaces.py:start():190] Started memory monitoring
2024-06-08 11:14:52,099 INFO    SystemMonitor:19060 [interfaces.py:start():190] Started network monitoring
2024-06-08 11:14:52,099 DEBUG   HandlerThread:19060 [system_info.py:_probe_git():135] Probing git
2024-06-08 11:14:52,155 DEBUG   HandlerThread:19060 [system_info.py:_probe_git():143] Probing git done
2024-06-08 11:14:52,155 DEBUG   HandlerThread:19060 [system_info.py:probe():198] Probing system done
2024-06-08 11:14:52,155 DEBUG   HandlerThread:19060 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.10.8', 'heartbeatAt': '2024-06-08T03:14:52.079438', 'startedAt': '2024-06-08T03:14:50.310526', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\86189\\ScaML-Experiment\\results\\Explicit_Solution_Example\\experiment_run.py', 'codePathLocal': 'results\\Explicit_Solution_Example\\experiment_run.py', 'codePath': 'results\\Explicit_Solution_Example\\experiment_run.py', 'git': {'remote': 'https://github.com/Francis-Fan-create/ScaML-Experiment.git', 'commit': '9602386b1099a2ead49a2112529ed5f69116b2ca'}, 'email': '145922867+Francis-Fan-create@users.noreply.github.com', 'root': 'C:/Users/86189/ScaML-Experiment', 'host': 'Frank_Lin', 'username': '86189', 'executable': 'C:\\Users\\86189\\Anaconda3\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2500.0, 'min': 0.0, 'max': 2500.0}, 'cpu_freq_per_core': [{'current': 2500.0, 'min': 0.0, 'max': 2500.0}], 'disk': {'/': {'total': 475.81151962280273, 'used': 219.8555030822754}}, 'memory': {'total': 15.717826843261719}}
2024-06-08 11:14:52,155 INFO    HandlerThread:19060 [system_monitor.py:probe():224] Finished collecting system info
2024-06-08 11:14:52,155 INFO    HandlerThread:19060 [system_monitor.py:probe():227] Publishing system info
2024-06-08 11:14:52,155 DEBUG   HandlerThread:19060 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
