================================================================================
COMPUTING BUDGET TEST
================================================================================
Equation: Linear_Convection_Diffusion
Dimension: 11
Test points: 1200
Budget levels: [1.0, 2.0, 4.0, 8.0, 16.0]
================================================================================


================================================================================
Budget Level: 1.0x
================================================================================

--- PINN (budget=1.0x) ---
Compiling model...
'compile' took 0.005860 s

Training model...

Step      Train loss              Test loss               Test metric             
10000     [6.18e-05, 1.60e-05]    [6.18e-05, 1.60e-05]    [1.80e-03, 2.50e-05]    
10010     [6.49e-02, 3.90e-03]    [6.49e-02, 3.90e-03]    [2.43e-02, 4.53e-03]    
10020     [3.33e-04, 4.75e-03]    [3.33e-04, 4.75e-03]    [2.38e-02, 4.36e-03]    
10030     [9.25e-03, 2.30e-03]    [9.25e-03, 2.30e-03]    [1.73e-02, 2.32e-03]    
10040     [8.88e-04, 1.05e-03]    [8.88e-04, 1.05e-03]    [1.25e-02, 1.21e-03]    
10050     [6.71e-05, 1.96e-04]    [6.71e-05, 1.96e-04]    [5.84e-03, 2.63e-04]    
10060     [4.25e-05, 8.35e-05]    [4.25e-05, 8.35e-05]    [3.01e-03, 6.97e-05]    
10070     [5.71e-05, 4.34e-05]    [5.71e-05, 4.34e-05]    [2.27e-03, 3.98e-05]    
10080     [5.94e-05, 2.19e-05]    [5.94e-05, 2.19e-05]    [2.02e-03, 3.13e-05]    
10090     [4.33e-05, 1.82e-05]    [4.33e-05, 1.82e-05]    [2.06e-03, 3.28e-05]    
10100     [2.28e-05, 1.73e-05]    [2.28e-05, 1.73e-05]    [2.05e-03, 3.22e-05]    
10110     [1.70e-05, 1.48e-05]    [1.70e-05, 1.48e-05]    [1.88e-03, 2.72e-05]    
10120     [1.70e-05, 1.42e-05]    [1.70e-05, 1.42e-05]    [1.86e-03, 2.65e-05]    
10130     [1.60e-05, 1.39e-05]    [1.60e-05, 1.39e-05]    [1.88e-03, 2.71e-05]    
10140     [1.54e-05, 1.38e-05]    [1.54e-05, 1.38e-05]    [1.88e-03, 2.74e-05]    
10150     [1.52e-05, 1.37e-05]    [1.52e-05, 1.37e-05]    [1.88e-03, 2.73e-05]    
10160     [1.50e-05, 1.37e-05]    [1.50e-05, 1.37e-05]    [1.87e-03, 2.71e-05]    
10170     [1.47e-05, 1.35e-05]    [1.47e-05, 1.35e-05]    [1.86e-03, 2.67e-05]    
10180     [1.47e-05, 1.35e-05]    [1.47e-05, 1.35e-05]    [1.85e-03, 2.65e-05]    
10190     [1.47e-05, 1.35e-05]    [1.47e-05, 1.35e-05]    [1.85e-03, 2.64e-05]    
10200     [1.45e-05, 1.31e-05]    [1.45e-05, 1.31e-05]    [1.84e-03, 2.62e-05]    
10210     [1.44e-05, 1.32e-05]    [1.44e-05, 1.32e-05]    [1.84e-03, 2.60e-05]    
10220     [1.42e-05, 1.30e-05]    [1.42e-05, 1.30e-05]    [1.83e-03, 2.57e-05]    
10230     [1.42e-05, 1.30e-05]    [1.42e-05, 1.30e-05]    [1.82e-03, 2.55e-05]    
10240     [1.42e-05, 1.26e-05]    [1.42e-05, 1.26e-05]    [1.81e-03, 2.54e-05]    
10250     [1.42e-05, 1.29e-05]    [1.42e-05, 1.29e-05]    [1.80e-03, 2.50e-05]    
10260     [1.41e-05, 1.24e-05]    [1.41e-05, 1.24e-05]    [1.80e-03, 2.48e-05]    
10270     [1.41e-05, 1.23e-05]    [1.41e-05, 1.23e-05]    [1.79e-03, 2.48e-05]    
10280     [1.41e-05, 1.26e-05]    [1.41e-05, 1.26e-05]    [1.79e-03, 2.47e-05]    
10290     [1.40e-05, 1.26e-05]    [1.40e-05, 1.26e-05]    [1.78e-03, 2.44e-05]    
10300     [1.40e-05, 1.23e-05]    [1.40e-05, 1.23e-05]    [1.77e-03, 2.42e-05]    
10310     [1.37e-05, 1.19e-05]    [1.37e-05, 1.19e-05]    [1.77e-03, 2.42e-05]    
