2024-06-08 10:21:39,005 INFO    StreamThr :8956 [internal.py:wandb_internal():86] W&B internal server running at pid: 8956, started at: 2024-06-08 10:21:39.004147
2024-06-08 10:21:39,006 DEBUG   HandlerThread:8956 [handler.py:handle_request():146] handle_request: status
2024-06-08 10:21:39,007 INFO    WriterThread:8956 [datastore.py:open_for_write():87] open: C:\Users\86189\ScaML-Experiment\wandb\run-20240608_102138-ddv4zmyx\run-ddv4zmyx.wandb
2024-06-08 10:21:39,009 DEBUG   SenderThread:8956 [sender.py:send():379] send: header
2024-06-08 10:21:39,041 DEBUG   SenderThread:8956 [sender.py:send():379] send: run
2024-06-08 10:21:39,868 INFO    SenderThread:8956 [dir_watcher.py:__init__():211] watching files in: C:\Users\86189\ScaML-Experiment\wandb\run-20240608_102138-ddv4zmyx\files
2024-06-08 10:21:39,868 INFO    SenderThread:8956 [sender.py:_start_run_threads():1124] run started: ddv4zmyx with start time 1717813299.004146
2024-06-08 10:21:39,874 DEBUG   HandlerThread:8956 [handler.py:handle_request():146] handle_request: check_version
2024-06-08 10:21:39,874 DEBUG   SenderThread:8956 [sender.py:send_request():406] send_request: check_version
2024-06-08 10:21:40,074 DEBUG   HandlerThread:8956 [handler.py:handle_request():146] handle_request: run_start
2024-06-08 10:21:40,088 DEBUG   HandlerThread:8956 [system_info.py:__init__():26] System info init
2024-06-08 10:21:40,088 DEBUG   HandlerThread:8956 [system_info.py:__init__():41] System info init done
2024-06-08 10:21:40,088 INFO    HandlerThread:8956 [system_monitor.py:start():194] Starting system monitor
2024-06-08 10:21:40,088 INFO    SystemMonitor:8956 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-08 10:21:40,088 INFO    HandlerThread:8956 [system_monitor.py:probe():214] Collecting system info
2024-06-08 10:21:40,088 INFO    SystemMonitor:8956 [interfaces.py:start():190] Started cpu monitoring
2024-06-08 10:21:40,088 DEBUG   HandlerThread:8956 [system_info.py:probe():150] Probing system
2024-06-08 10:21:40,103 INFO    SystemMonitor:8956 [interfaces.py:start():190] Started disk monitoring
2024-06-08 10:21:40,103 DEBUG   HandlerThread:8956 [system_info.py:_probe_git():135] Probing git
2024-06-08 10:21:40,103 INFO    SystemMonitor:8956 [interfaces.py:start():190] Started memory monitoring
2024-06-08 10:21:40,118 INFO    SystemMonitor:8956 [interfaces.py:start():190] Started network monitoring
2024-06-08 10:21:40,173 DEBUG   HandlerThread:8956 [system_info.py:_probe_git():143] Probing git done
2024-06-08 10:21:40,173 DEBUG   HandlerThread:8956 [system_info.py:probe():198] Probing system done
